word,code,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,mean_rt
terrific,20234,,125.85,383.67,376.92,422.7,310.6,,,171.27,,269.56,,,,274.89,,211.8,,,,,,215.07,,,,,,305.46,,,,340.2,148.23,258.99,272.515
right,20235,,90.91,351.04,285.61,341.99,1784.65,,,160.26,,221.1,,,,269.05,,192.78,,,,,,331.96,,,,,,312.94,,,,459.57,179.93,303.81,377.54285714285700
cross,20236,,183.99,366.43,335.79,509.4,2037.89,,,154.65,,332.61,,,,292.5,,232.4,,,,,,264.7,,,,,,320.38,,,,362.77,155.53,287.32,416.8828571428570
and,20237,,103.66,379.14,396.47,548.52,333.32,,,164.97,,257.4,,,,265.31,,218.62,,,,,,384.25,,,,,,282.52,,,,588.85,157.85,244.13,308.92928571428600
clipped,20238,,151.41,410.39,270.48,347.63,346.06,,,151.34,,222.25,,,,240.87,,218.2,,,,,,383.55,,,,,,244.65,,,,435.83,216.22,254.35,278.0878571428570
the,20239,,167.1,327.02,317.95,403.02,481.49,,,158.97,,245.81,,,,219.1,,209.72,,,,,,278.87,,,,,,246.87,,,,477.73,181.16,291.17,286.14142857142900
big,20240,,20.15,395.78,312.11,348.98,379.33,,,121.36,,186.65,,,,199.95,,214.7,,,,,,233.09,,,,,,219.74,,,,231.6,228.78,319.96,243.72714285714300
gunfighter,20241,,171.92,301.76,295.55,668.39,688.04,,,139.75,,218.34,,,,482.31,,219.61,,,,,,315.3,,,,,,219.35,,,,255.15,292.34,314.09,327.27857142857100
on,20242,,81.02,461.25,332.31,315.27,460.25,,,123.49,,207.25,,,,596.11,,232.54,,,,,,381.39,,,,,,338.88,,,,348.06,153.16,260.19,306.5121428571430
the,20243,,163.42,324.42,273.11,317.33,363.42,,,117.81,,388.17,,,,293.76,,362.78,,,,,,388.73,,,,,,279.61,,,,291.38,195.52,267.72,287.6557142857140
side,20244,,77.72,278.49,296.62,351.48,365.48,,,112.26,,235.47,,,,218.61,,180.79,,,,,,292.02,,,,,,273.79,,,,232.23,197.74,259.23,240.85214285714300
of,20245,,128.24,296.7,317.36,310.85,327.51,,,119.97,,205.73,,,,247.55,,212.39,,,,,,312.87,,,,,,251.9,,,,247.79,168.08,256.1,243.0742857142860
his,20246,,133.24,277.45,271.52,318.27,316.2,,,122.42,,258.66,,,,180.44,,233.37,,,,,,290.91,,,,,,256.83,,,,260.7,221.07,244.94,241.85857142857100
chin.,20247,,122.34,351.66,375.03,296.41,318.3,,,116.77,,199.49,,,,180.03,,219.58,,,,,,311.75,,,,,,253.65,,,,500.19,156.59,231.18,259.4978571428570
His,20248,,119.09,361.14,406.0,348.31,255.84,,,150.91,,222.62,,,,221.88,,223.85,,,,,,323.95,,,,,,252.52,,,,327.79,361.3,229.88,271.7914285714290
head,20249,,137.55,315.13,330.56,723.67,324.69,,,166.6,,222.19,,,,149.5,,223.43,,,,,,277.99,,,,,,217.39,,,,284.53,147.36,221.47,267.29000000000000
snapped,20250,,134.6,413.23,239.29,341.18,326.8,,,155.56,,213.8,,,,221.16,,207.05,,,,,,328.19,,,,,,286.32,,,,358.63,163.05,277.0,261.8471428571430
round,20251,,163.64,353.91,385.51,436.51,443.54,,,133.91,,218.73,,,,460.75,,203.96,,,,,,284.93,,,,,,576.52,,,,280.7,197.34,535.18,333.9378571428570
and,20252,,117.92,363.91,312.86,334.48,429.46,,,162.98,,194.29,,,,443.94,,238.21,,,,,,327.14,,,,,,244.86,,,,314.88,207.0,355.58,289.10785714285700
he,20253,,120.39,805.94,274.98,299.2,508.72,,,165.32,,196.54,,,,669.86,,224.43,,,,,,363.84,,,,,,215.08,,,,292.93,163.91,389.65,335.05642857142900
reeled,20254,,106.74,353.95,325.13,343.98,371.82,,,159.62,,214.86,,,,172.71,,216.04,,,,,,453.84,,,,,,275.46,,,,321.05,190.24,669.0,298.17428571428600
"back,",20255,,122.58,483.98,319.19,559.37,360.5,,,169.96,,219.8,,,,249.71,,196.92,,,,,,324.31,,,,,,253.62,,,,307.09,165.85,363.9,292.6271428571430
crashing,20256,,140.93,533.8,369.3,505.09,538.57,,,126.99,,224.68,,,,454.6,,239.21,,,,,,262.36,,,,,,298.52,,,,514.6,146.84,397.89,339.52714285714300
into,20257,,188.64,370.25,342.01,272.29,369.61,,,140.02,,208.3,,,,299.18,,217.47,,,,,,261.85,,,,,,295.34,,,,316.33,170.52,471.89,280.2642857142860
the,20258,,148.25,310.97,293.36,311.81,374.32,,,123.73,,213.17,,,,258.61,,206.39,,,,,,261.43,,,,,,268.16,,,,334.46,223.52,231.12,254.23571428571400
table,20259,,75.95,334.42,266.16,591.23,339.04,,,150.16,,218.15,,,,255.46,,203.3,,,,,,284.92,,,,,,267.66,,,,355.22,151.17,198.65,263.67785714285700
where,20260,,166.43,611.13,233.7,334.28,647.76,,,117.8,,183.03,,,,332.29,,229.61,,,,,,321.72,,,,,,267.11,,,,325.24,142.78,216.97,294.98928571428600
his,20261,,115.4,319.44,323.95,930.96,916.01,,,128.23,,182.66,,,,281.08,,173.13,,,,,,243.84,,,,,,258.68,,,,295.33,166.51,229.88,326.0785714285720
buddies,20262,,157.77,609.53,214.05,534.83,565.2,,,117.25,,190.35,,,,163.23,,202.17,,,,,,278.01,,,,,,255.54,,,,268.17,147.5,245.46,282.0757142857140
were,20263,,104.12,341.92,322.96,339.29,390.94,,,111.68,,229.98,,,,213.54,,204.45,,,,,,280.16,,,,,,252.35,,,,291.62,283.22,274.33,260.04000000000000
sprawling.,20264,,111.95,309.28,317.01,314.67,264.86,,,119.39,,181.53,,,,178.48,,230.71,,,,,,306.32,,,,,,249.25,,,,568.45,301.35,380.49,273.83857142857100
Tilghman,20265,,159.31,524.11,331.86,482.71,497.96,,,110.92,,146.12,,,,198.97,,243.21,,,,,,563.62,,,,,,280.26,,,,580.36,191.02,251.03,325.8185714285710
leapt,20266,,97.7,509.94,328.64,396.49,313.09,,,142.61,,190.53,,,,168.69,,221.07,,,,,,349.38,,,,,,314.45,,,,299.37,177.3,247.94,268.37142857142900
on,20267,,153.5,325.07,309.41,326.52,603.19,,,126.34,,198.13,,,,381.66,,228.66,,,,,,276.75,,,,,,308.53,,,,352.19,182.26,324.82,292.6450000000000
to,20268,,91.8,327.14,268.85,275.26,292.83,,,144.71,,200.44,,,,156.96,,220.23,,,,,,318.9,,,,,,308.0,,,,335.57,157.9,278.87,241.24714285714300
"him,",20269,,96.94,331.87,220.36,309.42,305.64,,,112.46,,210.69,,,,263.28,,195.74,,,,,,321.04,,,,,,331.4,,,,316.28,184.22,305.02,250.31142857142900
dragged,20270,,134.02,344.61,539.94,476.83,425.08,,,120.16,,183.61,,,,454.84,,190.06,,,,,,339.12,,,,,,304.13,,,,542.4,159.87,264.48,319.9392857142860
him,20271,,99.11,352.05,290.95,454.71,288.41,,,138.59,,183.26,,,,163.42,,197.65,,,,,,391.88,,,,,,319.6,,,,269.51,154.26,432.04,266.81714285714300
upright,20272,,98.83,338.08,351.83,499.26,309.23,,,135.64,,846.91,,,,277.7,,183.94,,,,,,319.16,,,,,,329.69,,,,885.0,180.57,343.26,364.22142857142900
and,20273,,90.58,430.8,303.16,314.39,412.61,,,148.67,,1472.23,,,,359.87,,183.58,,,,,,657.32,,,,,,302.46,,,,414.25,156.17,286.67,395.19714285714300
hit,20274,,111.71,382.06,310.68,324.53,337.28,,,124.39,,189.92,,,,265.89,,183.2,,,,,,301.55,,,,,,301.94,,,,386.82,150.55,360.85,266.5264285714290
him,20275,,122.08,349.44,326.1,294.6,310.03,,,126.81,,349.53,,,,241.47,,174.88,,,,,,605.01,,,,,,293.37,,,,298.2,166.25,354.88,286.61785714285700
"again,",20276,,108.48,332.77,330.8,371.37,325.46,,,131.81,,204.92,,,,259.66,,171.83,,,,,,230.68,,,,,,282.21,,,,262.95,187.23,380.92,255.79214285714300
this,20277,,108.25,441.52,295.58,592.11,319.53,,,144.84,,167.23,,,,264.5,,184.81,,,,,,406.27,,,,,,260.33,,,,318.47,146.84,316.19,283.3192857142860
time,20278,,99.97,331.41,308.4,279.08,249.61,,,120.6,,172.15,,,,160.01,,232.5,,,,,,378.89,,,,,,331.81,,,,368.62,458.58,254.32,267.5678571428570
sending,20279,,115.76,352.2,323.84,449.24,262.49,,,115.0,,185.15,,,,162.4,,194.72,,,,,,487.56,,,,,,352.57,,,,245.29,175.11,235.19,261.18
him,20280,,94.15,551.6,269.93,317.79,286.06,,,125.39,,184.77,,,,420.73,,268.99,,,,,,348.06,,,,,,296.0,,,,250.11,196.08,245.45,275.36500000000000
careening,20281,,131.22,326.66,277.4,1191.96,346.8,,,143.74,,184.41,,,,139.99,,212.46,,,,,,339.44,,,,,,324.8,,,,278.97,150.41,311.65,311.4221428571430
against,20282,,136.31,427.42,431.62,310.04,435.97,,,180.49,,160.05,,,,225.0,,217.42,,,,,,594.83,,,,,,334.89,,,,297.17,190.11,959.04,350.02571428571400
the,20283,,157.33,338.67,246.89,301.49,317.88,,,324.11,,170.39,,,,288.63,,334.36,,,,,,308.48,,,,,,331.6,,,,341.99,157.68,216.2,273.97857142857100
bar.,20284,,143.66,319.37,555.69,388.32,303.99,,,142.17,,151.42,,,,205.41,,211.06,,,,,,283.96,,,,,,408.37,,,,285.39,232.07,205.12,274.0
A,20285,,121.79,438.21,274.35,272.48,209.59,,,141.58,,148.08,,,,359.17,,205.0,,,,,,277.58,,,,,,279.11,,,,276.28,191.27,310.88,250.38357142857100
bullet,20286,,140.19,536.2,372.46,231.96,774.53,,,149.31,,187.78,,,,297.26,,191.3,,,,,,247.79,,,,,,249.26,,,,318.45,166.89,278.28,295.8328571428570
gouged,20287,,83.9,596.56,409.14,1255.53,554.62,,,140.99,,179.43,,,,206.01,,198.89,,,,,,268.65,,,,,,262.14,,,,328.56,147.91,424.41,361.19571428571400
into,20288,,118.35,390.3,413.74,410.84,452.33,,,140.69,,155.07,,,,258.96,,201.19,,,,,,284.15,,,,,,365.7,,,,309.35,235.54,455.73,299.42428571428600
the,20289,,96.79,541.6,282.43,343.46,296.92,,,132.33,,197.35,,,,879.8,,219.48,,,,,,310.3,,,,,,311.73,,,,260.77,261.84,268.29,314.50642857142900
bar,20290,,117.87,308.72,308.56,398.87,317.69,,,145.37,,159.64,,,,241.08,,203.07,,,,,,317.72,,,,,,263.13,,,,268.29,197.27,283.79,252.21928571428600
top,20291,,56.3,428.13,404.04,880.83,303.79,,,145.08,,169.97,,,,283.31,,205.33,,,,,,495.85,,,,,,238.64,,,,379.83,367.59,285.96,331.76071428571400
an,20292,,141.44,363.44,413.95,954.13,407.27,,,144.76,,327.02,,,,245.48,,210.22,,,,,,996.35,,,,,,256.9,,,,352.48,276.25,368.12,389.84357142857100
inch,20293,,109.13,325.44,498.64,424.55,315.85,,,288.48,,219.76,,,,266.28,,215.2,,,,,,453.37,,,,,,245.73,,,,231.85,246.44,380.8,301.53714285714300
from,20294,,116.87,383.5,281.78,351.87,621.98,,,117.26,,243.31,,,,257.83,,220.09,,,,,,497.98,,,,,,250.6,,,,234.08,259.29,436.09,305.18071428571400
Tilghman's,20295,,111.29,398.84,483.91,519.21,476.9,,,159.66,,197.5,,,,334.71,,219.68,,,,,,502.42,,,,,,231.5,,,,1092.28,280.17,446.06,389.5807142857140
stomach,20296,,89.65,432.86,461.76,2649.04,342.77,,,170.01,,183.79,,,,267.44,,192.6,,,,,,397.6,,,,,,311.08,,,,319.87,322.33,375.96,465.48285714285700
as,20297,,110.82,320.07,325.0,423.55,438.16,,,191.05,,159.42,,,,194.95,,184.2,,,,,,311.59,,,,,,318.48,,,,401.99,244.43,588.64,300.8821428571430
Blue,20298,,113.24,428.18,350.39,614.85,456.1,,,166.68,,145.76,,,,301.25,,247.89,,,,,,262.99,,,,,,264.58,,,,275.92,214.65,555.68,314.1542857142860
Throat's,20299,,83.65,523.44,373.76,419.16,316.62,,,203.67,,209.45,,,,180.69,,188.73,,,,,,310.57,,,,,,280.09,,,,294.14,171.53,333.36,277.77571428571400
henchmen,20300,,213.68,333.22,394.49,410.39,342.75,,,157.89,,190.4,,,,204.33,,236.33,,,,,,334.01,,,,,,298.3,,,,378.94,312.57,370.09,298.38500000000000
started,20301,,178.63,449.95,508.44,495.07,726.14,,,216.29,,174.07,,,,278.56,,230.61,,,,,,1266.7,,,,,,447.05,,,,311.6,186.61,470.82,424.32428571428600
shooting.,20302,,66.27,470.54,350.24,507.58,503.61,,,181.2,,210.99,,,,256.78,,254.18,,,,,,232.72,,,,,,259.66,,,,351.08,338.32,168.69,296.56142857142900
Tilghman,20303,,81.81,345.97,442.41,561.97,355.43,,,183.14,,231.67,,,,231.77,,229.26,,,,,,407.62,,,,,,292.96,,,,325.55,414.5,426.11,323.5835714285710
flung,20304,,172.2,441.38,316.34,411.67,509.5,,,222.77,,199.18,,,,185.95,,228.84,,,,,,220.26,,,,,,481.84,,,,338.29,163.12,233.44,294.6271428571430
himself,20305,,73.25,435.31,318.42,392.33,380.66,,,366.37,,185.46,,,,273.62,,188.39,,,,,,403.81,,,,,,347.66,,,,591.04,141.43,234.78,309.46642857142900
"aside,",20306,,155.69,517.19,344.54,474.31,379.99,,,168.4,,193.16,,,,227.78,,211.99,,,,,,293.75,,,,,,355.09,,,,430.05,405.15,221.02,312.7221428571430
dropped,20307,,94.04,495.04,335.93,484.16,528.69,,,213.4,,195.42,,,,227.36,,224.92,,,,,,602.59,,,,,,341.11,,,,317.27,169.71,492.54,337.29857142857100
on,20308,,107.15,491.46,287.32,366.02,613.06,,,194.35,,205.68,,,,242.95,,256.55,,,,,,300.29,,,,,,292.44,,,,271.42,190.73,417.09,302.60785714285700
one,20309,,90.88,623.98,284.12,272.08,753.4,,,148.63,,208.0,,,,421.17,,221.4,,,,,,283.73,,,,,,297.27,,,,270.93,206.35,405.72,320.54714285714300
knee,20310,,143.96,518.93,320.94,239.52,514.84,,,164.3,,188.93,,,,244.44,,204.98,,,,,,325.89,,,,,,278.07,,,,302.39,187.28,994.35,330.63000000000000
and,20311,,39.71,360.76,307.01,313.76,500.62,,,238.6,,244.55,,,,230.63,,215.24,,,,,,362.63,,,,,,264.21,,,,277.83,218.96,371.34,281.8464285714290
pulled,20312,,146.18,570.76,322.47,627.86,523.79,,,488.87,,222.72,,,,262.21,,220.17,,,,,,412.62,,,,,,279.71,,,,272.04,154.52,456.08,354.2857142857140
his,20313,,129.91,351.17,343.22,210.78,997.51,,,173.32,,334.36,,,,269.74,,211.7,,,,,,345.24,,,,,,313.93,,,,263.51,300.84,332.59,326.9871428571430
own,20314,,111.01,270.56,294.6,207.77,374.61,,,114.37,,275.09,,,,261.25,,208.65,,,,,,264.62,,,,,,308.03,,,,247.05,156.25,305.32,242.79857142857100
gun.,20315,,110.77,398.04,310.05,196.64,283.32,,,140.73,,245.22,,,,172.71,,221.59,,,,,,376.2,,,,,,475.49,,,,275.88,118.6,256.83,255.86214285714300
The,20316,,155.1,447.5,287.76,470.22,372.84,,,150.81,,217.81,,,,233.33,,218.09,,,,,,262.85,,,,,,356.67,,,,282.94,136.73,269.27,275.8514285714290
Colt,20317,,109.51,404.05,260.52,437.4,361.55,,,278.45,,238.68,,,,171.49,,215.01,,,,,,318.38,,,,,,318.7,,,,253.07,173.77,228.76,269.23857142857100
roared,20318,,109.25,301.99,324.02,431.35,371.53,,,168.64,,232.95,,,,208.53,,235.91,,,,,,464.47,,,,,,320.83,,,,345.93,250.3,372.3,295.57142857142900
twice,20319,,164.96,445.5,294.15,414.62,416.25,,,357.59,,187.17,,,,277.41,,206.18,,,,,,399.7,,,,,,410.89,,,,281.35,159.17,288.97,307.42214285714300
and,20320,,73.98,335.42,322.96,331.19,348.84,,,95.66,,178.78,,,,255.58,,232.44,,,,,,289.64,,,,,,340.38,,,,250.86,161.54,285.84,250.22214285714300
two,20321,,156.41,348.13,333.0,335.97,332.22,,,156.74,,207.78,,,,188.46,,226.62,,,,,,614.51,,,,,,347.76,,,,239.72,163.94,330.59,284.41785714285700
men,20322,,78.75,315.54,233.78,524.74,344.97,,,167.13,,204.72,,,,484.09,,218.23,,,,,,314.82,,,,,,323.13,,,,233.98,166.25,511.36,294.39214285714300
"dropped,",20323,,137.26,309.66,219.99,606.52,400.35,,,148.12,,207.0,,,,173.92,,223.12,,,,,,324.91,,,,,,309.26,,,,284.2,139.21,326.53,272.14642857142900
writhing.,20324,,142.28,317.04,1867.52,320.14,386.32,,,123.82,,211.86,,,,330.91,,222.7,,,,,,295.01,,,,,,308.67,,,,286.36,152.25,1227.23,442.29357142857100
A,20325,,107.03,251.89,229.54,276.04,358.17,,,90.91,,184.37,,,,257.96,,195.24,,,,,,339.05,,,,,,331.35,,,,231.97,287.6,179.58,237.19285714285700
third,20326,,154.79,416.8,301.1,334.18,360.19,,,112.08,,216.07,,,,318.79,,221.51,,,,,,274.45,,,,,,424.12,,,,279.5,188.42,219.23,272.945
shot,20327,,85.17,293.36,220.54,282.98,306.22,,,127.83,,204.98,,,,144.89,,213.05,,,,,,284.61,,,,,,383.37,,,,297.7,211.99,248.14,236.05928571428600
doused,20328,,143.55,386.17,276.06,261.14,265.67,,,116.82,,159.22,,,,200.63,,225.98,,,,,,254.81,,,,,,350.71,,,,318.49,192.96,236.98,242.085
the,20329,,191.29,377.55,286.27,852.59,545.2,,,95.28,,193.59,,,,186.86,,241.6,,,,,,315.61,,,,,,358.09,,,,280.63,179.23,391.22,321.0721428571430
light.,20330,,121.57,382.18,368.44,680.55,1104.28,,,140.39,,195.83,,,,194.53,,203.8,,,,,,357.69,,,,,,272.15,,,,586.73,640.18,486.57,409.63500000000000
Somewhere,20331,,145.04,463.61,358.72,428.22,277.95,,,147.47,,283.15,,,,342.87,,304.33,,,,,,276.54,,,,,,308.57,,,,561.32,201.04,258.25,311.2200000000000
at,20332,,128.73,342.81,248.76,291.47,464.1,,,251.1,,189.31,,,,174.29,,191.83,,,,,,398.71,,,,,,284.01,,,,299.02,163.33,207.12,259.6135714285710
the,20333,,149.82,286.26,261.67,280.26,271.37,,,119.97,,204.95,,,,203.27,,247.44,,,,,,248.67,,,,,,286.18,,,,250.45,181.68,244.04,231.14500000000000
far,20334,,85.52,264.35,261.17,258.45,289.47,,,130.36,,199.17,,,,181.57,,204.32,,,,,,269.56,,,,,,258.95,,,,335.35,133.25,238.24,222.1235714285710
end,20335,,114.67,327.91,276.66,279.28,302.28,,,143.42,,153.5,,,,173.16,,222.55,,,,,,301.08,,,,,,255.81,,,,316.04,402.33,208.51,248.37142857142900
of,20336,,69.09,292.6,254.87,249.45,245.76,,,143.12,,147.82,,,,378.2,,222.17,,,,,,292.5,,,,,,268.68,,,,262.2,188.35,189.41,228.8728571428570
the,20337,,92.84,305.41,267.71,262.3,256.0,,,134.85,,195.5,,,,182.83,,197.7,,,,,,241.31,,,,,,252.16,,,,237.66,163.97,197.02,213.37571428571400
room,20338,,121.95,288.92,243.19,333.83,308.87,,,163.92,,445.82,,,,166.48,,444.94,,,,,,291.54,,,,,,337.07,,,,239.87,142.31,199.3,266.28642857142900
a,20339,,84.39,317.68,245.46,362.59,316.26,,,198.2,,199.67,,,,147.5,,174.86,,,,,,288.35,,,,,,253.8,,,,250.1,149.98,233.64,230.17714285714300
voice,20340,,86.84,303.76,250.26,364.63,310.4,,,176.52,,446.8,,,,258.8,,195.8,,,,,,253.13,,,,,,274.7,,,,302.97,157.64,267.84,260.7207142857140
"yelled,",20341,,139.98,303.21,255.19,462.64,304.45,,,261.51,,1032.69,,,,175.68,,198.08,,,,,,234.03,,,,,,284.82,,,,254.47,143.98,483.33,323.8614285714290
"""You",20342,,67.68,542.68,340.04,845.89,319.91,,,252.99,,177.73,,,,196.63,,192.41,,,,,,252.21,,,,,,334.98,,,,363.31,143.68,453.15,320.23500000000000
all,20343,,155.4,309.78,371.39,415.15,354.03,,,209.84,,182.65,,,,102.9,,218.7,,,,,,249.07,,,,,,315.73,,,,333.3,151.4,273.75,260.2207142857140
"right,",20344,,469.79,525.26,264.07,531.78,276.03,,,158.77,,150.34,,,,262.65,,202.23,,,,,,269.97,,,,,,309.81,,,,346.06,135.1,275.88,298.41000000000000
"Billy?""",20345,,205.01,446.99,519.59,608.21,318.21,,,169.12,,157.98,,,,438.17,,228.54,,,,,,509.51,,,,,,301.26,,,,377.51,156.12,302.02,338.44571428571400
"""Yes,",20346,,244.38,387.07,437.92,364.58,253.15,,,141.79,,170.67,,,,245.04,,222.35,,,,,,241.31,,,,,,358.84,,,,328.26,318.15,199.15,279.47571428571400
"George,",20347,,126.6,330.39,319.85,358.58,290.03,,,213.49,,119.65,,,,215.26,,189.96,,,,,,291.51,,,,,,312.92,,,,276.96,176.28,393.47,258.2107142857140
but,20348,,155.6,319.14,345.95,664.61,206.86,,,154.45,,130.05,,,,212.15,,173.56,,,,,,312.33,,,,,,379.02,,,,311.16,381.29,251.4,285.5407142857140
I,20349,,245.98,361.29,297.37,743.52,227.81,,,196.74,,159.11,,,,265.09,,250.55,,,,,,322.43,,,,,,359.66,,,,342.62,260.62,232.29,304.6485714285710
ain't,20350,,170.81,387.29,318.15,422.31,267.38,,,135.08,,161.5,,,,176.64,,231.43,,,,,,316.49,,,,,,721.71,,,,270.0,196.07,242.52,286.9557142857140
got,20351,,95.87,298.63,208.29,309.61,266.84,,,236.08,,155.79,,,,301.64,,207.03,,,,,,246.63,,,,,,323.21,,,,285.51,190.41,244.76,240.7357142857140
poor,20352,,196.9,703.4,413.17,421.03,290.35,,,166.34,,134.18,,,,229.07,,475.92,,,,,,275.52,,,,,,253.27,,,,263.63,142.0,246.99,300.84071428571400
old,20353,,95.22,390.3,393.83,372.26,303.17,,,227.33,,155.24,,,,396.61,,165.8,,,,,,285.67,,,,,,314.17,,,,279.14,157.69,251.8,270.58785714285700
Pat's,20354,,180.35,405.61,419.81,488.99,272.77,,,362.47,,149.57,,,,198.59,,170.74,,,,,,279.77,,,,,,300.3,,,,289.3,152.08,264.65,281.0714285714290
body,20355,,99.98,287.58,491.03,421.49,272.28,,,196.47,,157.21,,,,296.9,,191.77,,,,,,281.96,,,,,,291.69,,,,302.11,162.39,264.16,265.50142857142900
yet.,20356,,203.73,324.4,303.51,585.29,290.37,,,158.76,,551.59,,,,293.67,,223.37,,,,,,348.14,,,,,,296.57,,,,269.61,172.71,263.67,306.09928571428600
And,20357,,290.65,328.51,275.77,1967.44,292.06,,,147.16,,328.99,,,,244.75,,317.84,,,,,,275.04,,,,,,306.1,,,,287.27,188.04,252.06,392.9771428571430
I,20358,,143.46,285.26,285.96,327.03,248.88,,,154.85,,189.69,,,,174.93,,231.99,,,,,,245.2,,,,,,281.61,,,,228.07,187.7,216.95,228.68428571428600
aim,20359,,151.2,383.39,352.13,251.71,245.71,,,149.2,,173.3,,,,243.93,,207.55,,,,,,279.37,,,,,,299.75,,,,275.6,163.34,237.85,243.8592857142860
to,20360,,134.89,270.76,343.48,344.58,258.63,,,164.92,,146.28,,,,174.13,,228.48,,,,,,281.58,,,,,,411.16,,,,237.76,181.72,224.06,243.03071428571400
have,20361,,179.95,342.26,358.88,352.04,274.12,,,167.23,,145.99,,,,187.15,,260.06,,,,,,235.68,,,,,,271.81,,,,264.0,133.28,199.63,240.86285714285700
"it.""",20362,,107.58,285.64,640.9,2295.37,292.25,,,140.22,,185.67,,,,170.73,,291.52,,,,,,253.93,,,,,,295.32,,,,247.52,138.38,177.97,394.5
He,20363,,224.27,332.57,268.71,992.43,341.82,,,160.97,,158.28,,,,177.91,,351.49,,,,,,271.68,,,,,,299.66,,,,318.51,353.75,235.83,320.56285714285700
fired,20364,,119.89,377.35,284.26,670.83,301.24,,,171.26,,160.67,,,,214.9,,278.87,,,,,,249.78,,,,,,288.46,,,,256.65,155.76,190.08,265.7142857142860
"again,",20365,,106.27,406.07,174.39,453.7,308.67,,,152.29,,147.04,,,,219.85,,193.05,,,,,,262.66,,,,,,269.25,,,,309.5,430.12,205.71,259.8978571428570
and,20366,,162.04,354.66,275.39,386.26,308.13,,,162.63,,146.66,,,,96.74,,208.67,,,,,,262.17,,,,,,300.77,,,,332.92,189.44,194.66,241.51000000000000
somewhere,20367,,76.38,276.66,413.5,409.59,227.57,,,204.99,,202.4,,,,301.86,,397.58,,,,,,237.67,,,,,,292.17,,,,233.7,173.0,164.93,258.00000000000000
in,20368,,174.83,326.87,162.15,278.2,467.1,,,535.25,,164.67,,,,261.33,,183.54,,,,,,319.89,,,,,,273.03,,,,267.92,169.97,191.29,269.71714285714300
the,20369,,107.85,275.56,204.51,392.39,354.34,,,131.65,,158.98,,,,740.83,,231.23,,,,,,225.99,,,,,,243.19,,,,259.4,182.97,174.9,263.1278571428570
gloom,20370,,163.58,341.74,358.72,215.73,316.35,,,160.75,,169.33,,,,147.62,,270.81,,,,,,257.61,,,,,,277.32,,,,258.97,175.09,171.85,234.67642857142900
a,20371,,125.94,325.16,240.8,340.65,222.44,,,147.08,,158.31,,,,499.29,,238.27,,,,,,246.5,,,,,,215.55,,,,311.83,163.64,168.84,243.16428571428600
man,20372,,194.99,367.25,250.98,372.0,230.05,,,154.8,,176.71,,,,223.76,,240.54,,,,,,251.3,,,,,,268.49,,,,255.26,189.96,165.88,238.71214285714300
screamed.,20373,,383.31,320.5,393.86,336.75,285.61,,,149.14,,149.64,,,,175.4,,218.77,,,,,,248.21,,,,,,251.94,,,,340.12,189.6,162.84,257.5492857142860
Another,20374,,171.5,351.44,363.34,473.72,260.64,,,143.24,,159.68,,,,299.79,,220.49,,,,,,263.19,,,,,,290.99,,,,304.39,183.57,282.07,269.1464285714290
took,20375,,80.53,318.78,261.4,232.92,204.15,,,174.97,,154.07,,,,259.28,,268.05,,,,,,262.68,,,,,,255.82,,,,263.8,207.2,228.23,226.56285714285700
off,20376,,194.99,360.92,244.88,427.11,254.45,,,139.95,,156.36,,,,280.09,,251.52,,,,,,270.23,,,,,,308.67,,,,287.33,244.13,243.78,261.7435714285720
his,20377,,101.27,306.91,279.07,202.43,275.3,,,161.01,,134.71,,,,266.25,,232.44,,,,,,277.72,,,,,,396.1,,,,260.18,214.34,255.93,240.26142857142900
gun,20378,,285.04,330.37,209.24,308.7,269.48,,,139.34,,155.76,,,,233.79,,226.61,,,,,,279.88,,,,,,286.12,,,,259.66,355.27,196.75,252.57214285714300
belt,20379,,129.79,367.15,278.16,388.16,252.93,,,160.39,,166.13,,,,251.97,,250.18,,,,,,258.06,,,,,,248.26,,,,267.16,149.33,199.03,240.47857142857100
and,20380,,126.92,427.85,264.31,227.49,265.79,,,130.69,,179.11,,,,288.89,,239.04,,,,,,486.92,,,,,,381.13,,,,290.64,149.02,169.3,259.0785714285710
flung,20381,,147.93,315.09,335.86,331.01,673.38,,,143.74,,146.72,,,,485.66,,249.26,,,,,,195.39,,,,,,260.45,,,,255.48,156.66,182.3,277.0664285714290
his,20382,,131.59,293.16,236.57,295.79,280.21,,,159.45,,178.44,,,,226.15,,206.18,,,,,,253.69,,,,,,283.98,,,,268.36,151.01,189.98,225.32571428571400
weapons,20383,,112.66,305.97,262.79,316.55,482.44,,,161.82,,167.43,,,,265.71,,203.09,,,,,,250.55,,,,,,318.09,,,,267.89,158.71,229.59,250.23500000000000
to,20384,,163.08,337.47,302.35,286.71,316.22,,,260.18,,180.44,,,,241.25,,237.34,,,,,,255.43,,,,,,280.19,,,,315.39,169.05,253.14,257.01714285714300
the,20385,,165.42,254.2,269.79,283.49,278.31,,,147.67,,116.02,,,,283.5,,207.59,,,,,,276.27,,,,,,242.39,,,,301.47,158.03,266.0,232.15357142857100
